species,node,fcv,FCS,ProfileCorrDistFCV,ObservedNetTE,NeighborNetTE,n_recordings,level,window_config,root_area_id,normalization,node_class,cell_class,fcv_z,rank_high_to_low,percentile,global_rank_high_to_low,global_percentile,class_order,class_label,class_short,fine_class,analysis_note,shared_fine_order,shared_fine_label
C. elegans,AVBR,0.1153840283642345,-0.852651431839577,-0.6925924168404154,-0.1267869095426117,-0.3875421966612523,2,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,0.13727389897051154,59,0.5166666666666667,112,0.5296610169491526,1,sensorimotor output,sensorimotor output,locomotor command interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
Zebrafish,Ra,0.0794719632346676,-0.5475044365298958,0.7178768097418369,-0.4297474059423262,0.7903257774444109,7,root_area_from_louvain_communities,baseline_highpass,10.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,0.21468324749281698,19,0.6326530612244898,113,0.5254237288135594,4,state-dependent / modulatory,state-dependent / modulatory,interpeduncular / raphe state,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",6,state-dependent / modulatory
Zebrafish,Th,0.0740050907234849,-0.0904151908211885,0.7441898298052335,-0.5459591580017642,0.1569619258829433,7,root_area_from_louvain_communities,baseline_highpass,30.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,0.2082278627666719,20,0.6122448979591837,114,0.5211864406779662,2,integrative relay,integrative relay,thalamic/pretectal,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
Drosophila,IVLP_L,0.0641595102916485,0.1476867886196642,-0.1416019411698763,-0.0854086000665419,-0.0657348583586217,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,0.11137821126981537,36,0.47761194029850745,115,0.5169491525423728,2,integrative relay,integrative relay,other fly brain,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
Zebrafish,rpRF,0.0596239700872639,0.0464253547604364,-0.8035803531727199,0.3173520256789962,0.7720974666356809,7,root_area_from_louvain_communities,baseline_highpass,50.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,0.19124636808026538,21,0.5918367346938775,116,0.5127118644067796,1,sensorimotor output,sensorimotor output,hindbrain/reticular,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
C. elegans,IL2R,0.0582789090686981,-0.2003930804868129,0.377270928152838,0.3266077732848199,0.2510140578601518,11,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,0.06449330339088517,60,0.5083333333333333,117,0.5084745762711864,0,sensory input,sensory input,mechanosensory,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
C. elegans,URYDL,0.0421846537445722,0.0742500319968193,-0.421461685951213,-0.0778993555234801,0.2286604542866223,13,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,0.043981140867620575,61,0.5,118,0.5042372881355932,0,sensory input,sensory input,other sensory neuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
Zebrafish,rRa,0.0269259809549133,-0.5069136582041928,0.8029159503417844,-0.2643162780103101,0.3452293770895476,6,root_area_from_louvain_communities,baseline_highpass,46.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,0.15263597444316018,22,0.5714285714285714,119,0.5,4,state-dependent / modulatory,state-dependent / modulatory,interpeduncular / raphe state,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",6,state-dependent / modulatory
C. elegans,SAAVL,0.0230766114130068,-0.5407873685184807,0.2970488436451473,-0.6243855273774274,-0.1549022446132764,11,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,0.019627900415485754,62,0.49166666666666664,120,0.4957627118644068,1,sensorimotor output,sensorimotor output,other interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
Zebrafish,rT,0.0001675905027689,0.971582462951488,-0.2230698310043855,-0.3020833547248165,-0.0828605649677342,7,root_area_from_louvain_communities,baseline_highpass,47.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,0.1210391693836565,23,0.5510204081632653,121,0.4915254237288136,2,integrative relay,integrative relay,optic tectum / midbrain,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
C. elegans,IL1VL,-0.0328099686223652,0.5357058192127078,0.4271002403077341,-0.0537994039724457,-0.2825203824229936,11,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-0.05159966429429959,63,0.48333333333333334,122,0.4872881355932203,0,sensory input,sensory input,mechanosensory,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
Drosophila,OTU_L,-0.0506159102417533,0.0044419830572263,0.032888996252064,-1.2360911743542673,0.094555773627134,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-0.043007598422604904,37,0.4626865671641791,123,0.4830508474576271,2,integrative relay,integrative relay,other fly brain,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
Drosophila,OTU_R,-0.0633352015278032,-0.1534473924902084,0.1420166697853065,-0.8555218601614349,-0.0242317976206139,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-0.060116471339686416,38,0.44776119402985076,124,0.4788135593220339,2,integrative relay,integrative relay,other fly brain,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
Drosophila,FLA,-0.0682730709459078,0.4503815257227514,-0.3449179274803772,-0.4634640464524723,0.0270717376908202,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-0.0667584593605246,39,0.43283582089552236,125,0.4745762711864407,2,integrative relay,integrative relay,other fly brain,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
C. elegans,URXL,-0.0909094352724155,0.0347595126881832,-0.945578657526678,0.5338155153379271,0.0058772447915438,15,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-0.12564755768482824,64,0.475,126,0.4703389830508475,0,sensory input,sensory input,thermo/gas sensory,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
C. elegans,SAAVR,-0.0947303247555859,-0.8488371510378795,0.2649441186615183,-0.2320031141456247,-0.1905431367462601,4,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-0.13051728942971594,65,0.4666666666666667,127,0.4661016949152542,1,sensorimotor output,sensorimotor output,other interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
Drosophila,ICL_L,-0.1041283831034324,0.5953267583877345,-0.3661776222434336,-0.1915494009526599,-0.0445180700056524,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-0.11498787445208566,40,0.417910447761194,128,0.461864406779661,2,integrative relay,integrative relay,lateral/inferior protocerebrum,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
C. elegans,ASKR,-0.1070390691932407,-0.3394402378414176,1.1962671623462937,-0.3213907986109077,0.1535581661537108,3,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-0.146204810304573,66,0.4583333333333333,129,0.4576271186440678,0,sensory input,sensory input,other sensory neuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
Drosophila,ICL_R,-0.1088552069202965,0.6783361579749723,-0.3652208102377914,-0.3778580513032573,0.0749313721307582,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-0.1213459824759862,41,0.40298507462686567,130,0.4533898305084746,2,integrative relay,integrative relay,lateral/inferior protocerebrum,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
Drosophila,PRW,-0.1214215398032493,-0.3473087295771508,0.4412149669612112,-0.0083386298478153,-0.0784405938176496,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-0.1382491091905998,42,0.3880597014925373,131,0.4491525423728814,2,integrative relay,integrative relay,other fly brain,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
Zebrafish,MOS2,-0.1291490978314234,0.8021520562842867,-1.5271413266456229,0.6156947231523004,0.1514940391057459,7,root_area_from_louvain_communities,baseline_highpass,3.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-0.03166038104496884,24,0.5306122448979592,132,0.4449152542372881,1,sensorimotor output,sensorimotor output,hindbrain/reticular,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
C. elegans,AIYR,-0.1312169578002816,-0.7718486355879797,0.0424250289397256,-0.6071510307366352,-0.1866328583307618,4,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-0.17701958058062145,67,0.45,133,0.4406779661016949,3,associative / learning,associative / learning,associative interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",5,associative / learning
C. elegans,RIAL,-0.1331966993083439,0.2821615524219915,0.540596609072745,-0.2030244825058604,0.2416238618702878,12,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-0.17954276532881874,68,0.44166666666666665,134,0.4364406779661017,3,associative / learning,associative / learning,associative interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",5,associative / learning
C. elegans,RMDR,-0.1332431479505051,0.2980752276824749,-0.2082605686799274,-0.28550644715545,0.1932457212897936,5,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Motorneuron,-0.17960196422170366,69,0.43333333333333335,135,0.4322033898305085,1,sensorimotor output,sensorimotor output,head motor / command,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
C. elegans,AVL,-0.1539672773458583,-0.8685571452574423,0.2611303397803158,-0.2792900857220637,-0.0284008732754542,5,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-0.20601491106202213,70,0.425,136,0.4279661016949153,2,integrative relay,integrative relay,other interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
C. elegans,AUAR,-0.1618779789119584,-0.6984340366500934,-0.4978240832981086,0.4424584765894702,-0.1869439769096969,7,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-0.2160971169751871,71,0.4166666666666667,137,0.423728813559322,3,associative / learning,associative / learning,associative interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",5,associative / learning
Zebrafish,PT,-0.1828533920999078,0.5052633751759058,-0.1706405630130417,-0.9197974938999228,0.0666336459088428,6,root_area_from_louvain_communities,baseline_highpass,24.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-0.09507541043151914,25,0.5102040816326531,138,0.4194915254237288,0,sensory input,sensory input,pretectal visual,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",1,visual / optic
Drosophila,IVLP_R,-0.2039301220721524,0.1437512839392448,0.0002671732325169,-0.2649000760406065,-0.1928708669135063,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-0.2492324035314925,43,0.373134328358209,139,0.4152542372881356,2,integrative relay,integrative relay,other fly brain,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
C. elegans,URYDR,-0.2078325105817385,1.10580372924572,0.0562074121863166,-0.042636648980828,-0.039713539156961,13,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-0.2746662649914986,72,0.4083333333333333,140,0.4110169491525424,0,sensory input,sensory input,other sensory neuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
C. elegans,AUAL,-0.2364454208258091,-0.7280754674897846,-0.3911956095432944,-0.537250531672984,0.2295686119986413,16,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-0.3111334797442156,73,0.4,141,0.4067796610169492,3,associative / learning,associative / learning,associative interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",5,associative / learning
C. elegans,ADLL,-0.239247555449999,-0.4870459327494272,1.754868713546535,-0.0486743520522009,0.0635377653920349,9,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-0.3147048062620253,74,0.39166666666666666,142,0.4025423728813559,0,sensory input,sensory input,chemosensory,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",0,olfactory / chemosensory
C. elegans,RMDVL,-0.2463479700141454,0.0935598343952173,-0.1080953768077949,0.1169306908793963,-0.0747819077526251,14,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Motorneuron,-0.3237542996737521,75,0.38333333333333336,143,0.3983050847457627,1,sensorimotor output,sensorimotor output,head motor / command,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
Zebrafish,T,-0.2704418203214891,0.3606035396064913,0.2493961146343989,-0.6368599975742512,-0.5504078445576159,7,root_area_from_louvain_communities,baseline_highpass,11.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-0.19850145531770735,26,0.4897959183673469,144,0.3940677966101695,2,integrative relay,integrative relay,optic tectum / midbrain,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
Drosophila,IB_R,-0.2840659556148842,0.3330060007082405,0.1647024068784611,-0.081956024341202,-0.0170587488234167,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-0.3570240847936947,44,0.3582089552238806,145,0.3898305084745763,2,integrative relay,integrative relay,lateral/inferior protocerebrum,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
C. elegans,IL1DL,-0.2897206377630093,0.7632964272808476,-0.3423299681349454,-0.0476539143863037,-0.2466292375945761,15,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-0.3790328566504522,76,0.375,146,0.3855932203389831,0,sensory input,sensory input,mechanosensory,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
Drosophila,ATL_R,-0.3261889824466816,-0.4061018867615528,0.3550822716496267,-0.2390003401082781,-0.0879346623827167,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-0.41368427888316034,45,0.34328358208955223,147,0.3813559322033898,2,integrative relay,integrative relay,lateral/inferior protocerebrum,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
C. elegans,URYVR,-0.3294070467994306,0.0351418773605478,-0.0064841586152484,-0.439033648293219,0.1763404476760711,12,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-0.4296132690849146,77,0.36666666666666664,148,0.3771186440677966,0,sensory input,sensory input,other sensory neuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
Zebrafish,rMOS4,-0.356540267433595,1.0532084356645952,-0.7373102395805201,0.0809681096580856,0.0067397132040685,7,root_area_from_louvain_communities,baseline_highpass,41.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-0.3001681028013263,27,0.46938775510204084,149,0.3728813559322034,1,sensorimotor output,sensorimotor output,hindbrain/reticular,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
C. elegans,AWCR,-0.358798074346615,-0.3353024425423923,0.4590733814301125,-0.1767815242208828,0.4455443185579406,10,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-0.46707219598971284,78,0.35833333333333334,150,0.3686440677966102,0,sensory input,sensory input,chemosensory,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",0,olfactory / chemosensory
C. elegans,ALA,-0.3617826300444622,-0.4090532296357489,1.2081293131907451,0.2118497894725179,-0.05710591639063,2,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-0.47087601855255035,79,0.35,151,0.3644067796610169,4,state-dependent / modulatory,state-dependent / modulatory,state-modulatory interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",6,state-dependent / modulatory
C. elegans,AINR,-0.4216258862265929,-0.4445522043094712,0.499293536069961,-0.6669280178430627,-0.1050630204120062,11,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-0.5471463753977741,80,0.3416666666666667,152,0.3601694915254237,3,associative / learning,associative / learning,associative interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",5,associative / learning
Drosophila,IB_L,-0.4219520522595418,0.2993958636080322,0.0192550565885071,0.0065844302791013,0.049592688091681,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-0.5424963451163451,46,0.3283582089552239,153,0.3559322033898305,2,integrative relay,integrative relay,lateral/inferior protocerebrum,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
C. elegans,RMDDL,-0.4259734633450009,-0.3250884868645826,-0.2940169619324344,-0.2806893899268851,-0.011823974020582,16,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Motorneuron,-0.5526873716501157,81,0.3333333333333333,154,0.3516949152542373,1,sensorimotor output,sensorimotor output,head motor / command,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
Drosophila,WED_L,-0.4266483412728725,-0.9391769515372322,0.8331769310860047,-0.1441345725474153,0.7691672611922377,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-0.5488133804058101,47,0.31343283582089554,155,0.3474576271186441,2,integrative relay,integrative relay,visual-association protocerebrum,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
Zebrafish,rMOS5,-0.4491096958660021,0.0733729684562357,0.1794236876257183,0.4278624404377062,-0.2213122528436386,7,root_area_from_louvain_communities,baseline_highpass,42.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-0.40947580536585204,28,0.4489795918367347,156,0.3432203389830508,1,sensorimotor output,sensorimotor output,hindbrain/reticular,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
C. elegans,URBR,-0.4622202745889068,0.1650740187100424,0.0488808997570914,-0.3368023003911525,-0.0089409304758876,9,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-0.598884009407599,82,0.325,157,0.3389830508474576,2,integrative relay,integrative relay,other interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
C. elegans,AWAR,-0.4659730577520273,-0.6023137487513459,0.5305123295912358,-0.4026528102318711,0.2083121320729949,10,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-0.603666939503228,83,0.31666666666666665,158,0.3347457627118644,0,sensory input,sensory input,chemosensory,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",0,olfactory / chemosensory
C. elegans,URBL,-0.4708821787532142,0.6680420054433431,-0.1616949286864054,-0.3509258073890821,-0.2472782282282849,15,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-0.6099236246243948,84,0.30833333333333335,159,0.3305084745762712,2,integrative relay,integrative relay,other interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
Drosophila,NO,-0.4963849915069107,-1.0010307172765054,0.2294815189666632,-0.1823081499370477,0.0130859180956371,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-0.6426169941201757,48,0.29850746268656714,160,0.326271186440678,4,state-dependent / modulatory,state-dependent / modulatory,central complex,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",6,state-dependent / modulatory
C. elegans,AQR,-0.5066244403314731,-0.5581972137863191,0.0966462451544539,-0.4332392485383755,0.1029824570171755,4,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-0.6554772127635901,85,0.3,161,0.3220338983050847,0,sensory input,sensory input,thermo/gas sensory,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
Drosophila,ATL_L,-0.519659204549771,-0.534516405894771,0.3200832825298122,-0.2733218448606699,0.2263061707200396,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-0.6739234202598228,49,0.2835820895522388,162,0.3177966101694915,2,integrative relay,integrative relay,lateral/inferior protocerebrum,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
Zebrafish,rMOS2,-0.5206955584864392,0.8984715128596904,-1.6339724092451735,0.8127103508184215,-0.0091047703539805,7,root_area_from_louvain_communities,baseline_highpass,39.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-0.49400572319777825,29,0.42857142857142855,163,0.3135593220338983,1,sensorimotor output,sensorimotor output,hindbrain/reticular,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
C. elegans,CEPDL,-0.5275338256369175,0.4576363909757719,-0.0264345708169923,-0.5234602574775682,-0.2642411779466063,18,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-0.68212626865398,86,0.2916666666666667,164,0.3093220338983051,0,sensory input,sensory input,mechanosensory,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
Zebrafish,TeO,-0.536390103383044,-0.9601308362377582,1.252073244936465,-0.110422040750938,-0.8575317431619995,7,root_area_from_louvain_communities,baseline_highpass,29.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-0.5125381336759993,30,0.40816326530612246,165,0.3050847457627119,0,sensory input,sensory input,optic tectum / midbrain,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",1,visual / optic
C. elegans,IL2L,-0.5413112599527531,0.0319483694565215,0.521285163455919,-0.0519952855497733,0.2584196501561636,15,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-0.699685637891548,87,0.2833333333333333,166,0.3008474576271186,0,sensory input,sensory input,mechanosensory,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
Drosophila,AMMC_L,-0.5436449011286585,-0.5334934353769696,0.3258632394071457,-0.2259275644285504,-0.1059143196790668,20,side key,w15_step5_highpass_atlas_mean_trace,,within_recording_zscore_then_node_mean,side key,,-0.70618687152978,50,0.26865671641791045,167,0.2966101694915254,2,integrative relay,integrative relay,other fly brain,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
Zebrafish,MOS4,-0.5584815571297443,0.3697110705899095,-0.3782180882069096,0.1336713104537664,-0.0276395975240267,7,root_area_from_louvain_communities,baseline_highpass,5.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-0.5386241330848163,31,0.3877551020408163,168,0.2923728813559322,1,sensorimotor output,sensorimotor output,hindbrain/reticular,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
C. elegans,ADAL,-0.5633888275944742,0.2033817605912378,0.9006594460487305,-0.2132818767015855,0.8337789466609936,12,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-0.7278235446455497,88,0.275,169,0.288135593220339,2,integrative relay,integrative relay,other interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",4,integrative relay
C. elegans,RICL,-0.580726360167759,-1.0222955636155842,0.1602280194829735,-0.6965000901242635,0.1153861483098488,16,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Interneuron,-0.7499202666580624,89,0.26666666666666666,170,0.2838983050847458,4,state-dependent / modulatory,state-dependent / modulatory,state-modulatory interneuron,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",6,state-dependent / modulatory
Zebrafish,rCb,-0.5942387062728055,0.262977854843708,0.2684547085862389,0.0387565411987874,-0.1184873174130526,7,root_area_from_louvain_communities,baseline_highpass,37.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-0.5808468397523753,32,0.3673469387755102,171,0.2796610169491525,1,sensorimotor output,sensorimotor output,cerebellar,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
C. elegans,CEPVR,-0.5960980289885239,0.3688116747578833,0.1443595993448608,-0.2156082518824462,-0.1245198220065066,11,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-0.7695114911512313,90,0.25833333333333336,172,0.2754237288135593,0,sensory input,sensory input,mechanosensory,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
Zebrafish,PrT,-0.5997005919617802,0.1541469852414994,0.5750538469153156,-0.45262704217319,-0.0337522946578975,7,root_area_from_louvain_communities,baseline_highpass,26.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-0.5872963359461194,33,0.3469387755102041,173,0.2711864406779661,0,sensory input,sensory input,pretectal visual,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",1,visual / optic
Zebrafish,MOS5,-0.6158779212435738,-0.4775191937166247,0.5198001457314998,0.095514274209225,-0.6410127840989409,7,root_area_from_louvain_communities,baseline_highpass,6.0,within_recording_zscore_then_node_mean,root_area_from_louvain_communities,,-0.6063988272044929,34,0.32653061224489793,174,0.2669491525423729,1,sensorimotor output,sensorimotor output,hindbrain/reticular,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",3,sensorimotor output
C. elegans,CEPVL,-0.628128208327382,0.599295338927981,-0.4699080302342536,-0.1676048970908758,0.1023082229524177,15,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-0.8103340226083462,91,0.25,175,0.2627118644067797,0,sensory input,sensory input,mechanosensory,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
C. elegans,URXR,-0.6359483473090639,-0.182403293752298,-0.2489937708681412,0.0104433721919455,0.0912335668735033,14,neuron,w20_step8_highpass,,within_recording_zscore_then_node_mean,neuron,Sensory,-0.8203008063157178,92,0.24166666666666667,176,0.2584745762711864,0,sensory input,sensory input,thermo/gas sensory,"Literature-guided five-way anatomical/functional class; compare within-species FCV ranks, not raw FCV or strict homology.",2,other sensory
