species,node,EdgeStdFCV,PostDCA,PreDCA,Modularity,modularity_definition,modularity_edges,modularity_n_modules,LogOutIn,recording_id,Subject,class_order,class_label,class_short,fine_class,anatomy_group
C. elegans,SMBVR,0.720566827203706,0.0171129176168821,0.0277254575230129,0.32687803815307526,1-hop induced structural neighborhood modularity Q,52.0,5.0,-0.5212969236332861,node_mean,,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SMDDL,0.4548987190159245,0.0352876123337124,0.0629079901978605,0.3894483134515569,1-hop induced structural neighborhood modularity Q,122.0,5.0,-0.8338145100499166,node_mean,,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SMDDR,0.2208586436124091,0.0087023418880462,0.0624276012326744,0.42068103954984337,1-hop induced structural neighborhood modularity Q,130.0,5.0,-1.1997974329154553,node_mean,,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SMDVL,1.1500043900545958,0.0353375882419749,0.0865327352777593,0.4092896338557481,1-hop induced structural neighborhood modularity Q,122.0,4.0,-0.0359320092260633,node_mean,,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SMDVR,0.4941198092821146,0.0272627736396793,0.0623310882135218,0.4294394768133175,1-hop induced structural neighborhood modularity Q,131.0,5.0,-0.1987345864352847,node_mean,,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,URADL,-1.7373366046987515,-0.006445655224464,0.008569245915579,0.10522609526683764,1-hop induced structural neighborhood modularity Q,12.0,4.0,-0.1643030512912763,node_mean,,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,URADR,-1.6302583024171546,-0.0164230688380995,0.0245333262156602,0.09964444444444444,1-hop induced structural neighborhood modularity Q,9.0,3.0,0.0,node_mean,,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,URAVL,-1.038814546608589,-0.0316193482880172,-0.0198106262262553,0.36769833104709654,1-hop induced structural neighborhood modularity Q,31.0,4.0,0.5340824859302579,node_mean,,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,URAVR,-0.976791306592615,-0.0013509457379679,0.0179200981281793,0.34364720845576946,1-hop induced structural neighborhood modularity Q,42.0,3.0,0.4289956055183586,node_mean,,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,URBL,-0.4708821787532142,0.0151356690304579,0.0224793630567143,0.4615051903114187,1-hop induced structural neighborhood modularity Q,36.0,6.0,1.3256697393034558,node_mean,,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,URBR,-0.4622202745889068,0.0219748405314457,0.0282070519255408,0.4083706942616221,1-hop induced structural neighborhood modularity Q,96.0,4.0,0.6390799592896695,node_mean,,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,URXL,-0.0922453345713533,0.0381057915407909,0.0200050339790527,0.421987918367347,1-hop induced structural neighborhood modularity Q,117.0,4.0,0.2371297932889497,node_mean,,2,other sensory,other sensory,thermo/gas sensory,sensory neurons
C. elegans,URXR,-0.6372974753910494,0.0304554844923096,0.0238950085354862,0.40996089351159887,1-hop induced structural neighborhood modularity Q,154.0,5.0,0.5520685823000399,node_mean,,2,other sensory,other sensory,thermo/gas sensory,sensory neurons
C. elegans,URYDL,0.0412032610255655,-0.1082198964317172,0.0173016284798848,0.4225650867402339,1-hop induced structural neighborhood modularity Q,32.0,3.0,1.0541605260972755,node_mean,,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,URYDR,-0.2085975773899617,-0.0869393635161708,0.0284466316757938,0.5109393195012282,1-hop induced structural neighborhood modularity Q,41.0,6.0,1.840549633397487,node_mean,,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,URYVL,0.3340720082360938,-0.050768606334913,0.0151823209815332,0.36453913300383123,1-hop induced structural neighborhood modularity Q,70.0,4.0,2.1365999555197845,node_mean,,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,URYVR,-0.3294070467994306,-0.0965866123587528,0.0231846249185374,0.30997039808736987,1-hop induced structural neighborhood modularity Q,56.0,4.0,1.8899514954072687,node_mean,,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
Drosophila,AL_R,1.101799983131912,0.0561545807743888,0.1873230453747798,0.3539310216217944,within-region cell-level induced sub-SC modularity Q,,,0.942654171698268,node_mean,,0,olfactory / chemosensory,olfactory / chemosensory,olfactory system,olfactory neuropil
Drosophila,AME_L,-1.4109663844433546,0.0009690628463992,-0.0382219113075164,0.1346819197896122,within-region cell-level induced sub-SC modularity Q,,,-0.7256292855814004,node_mean,,1,visual / optic,visual / optic,visual / optic,optic neuropil
Drosophila,ATL_L,-0.519659204549771,-0.0252259685261034,-0.0016520549505539,0.3500566893424038,within-region cell-level induced sub-SC modularity Q,,,-0.4284893371053548,node_mean,,4,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum
Drosophila,ATL_R,-0.3261889824466816,-0.0228575836458514,-0.0009534527839901,,within-region cell-level induced sub-SC modularity Q,,,-0.714653385780909,node_mean,,4,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum
Drosophila,AVLP_L,1.6328346151869817,-0.0056654989765472,0.0074025770754116,0.4619114472657809,within-region cell-level induced sub-SC modularity Q,,,-0.9574654046017432,node_mean,,4,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum
Drosophila,AVLP_R,1.072540610741776,-0.0051064366906135,0.0045977105237307,0.4687638123558457,within-region cell-level induced sub-SC modularity Q,,,-0.8040388641656668,node_mean,,4,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum
Drosophila,CRE_L,0.3426909346216281,-0.0049864930875445,0.0044296497939522,0.6798796339364515,within-region cell-level induced sub-SC modularity Q,,,-0.2499975964008988,node_mean,,4,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum
Drosophila,CRE_R,0.4577458268980124,-0.0242509560105475,0.0078540617629382,0.6880708011823461,within-region cell-level induced sub-SC modularity Q,,,-0.1475011659076173,node_mean,,4,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum
Drosophila,EPA_L,-1.074794799671396,0.0446293887503689,-0.1424074460071397,0.0,within-region cell-level induced sub-SC modularity Q,,,0.6677190033906197,node_mean,,4,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum
Drosophila,EPA_R,-0.8769280731410657,-0.0065737971737475,0.0274642239025094,,within-region cell-level induced sub-SC modularity Q,,,0.7640989165322297,node_mean,,4,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum
Drosophila,IB_L,-0.4219520522595418,0.028330329238535,-0.0112393599724275,0.6332533087103724,within-region cell-level induced sub-SC modularity Q,,,-0.4207842534305047,node_mean,,4,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum
Drosophila,IB_R,-0.2840659556148842,0.0179025717583879,0.0050167115837163,0.7451676798032922,within-region cell-level induced sub-SC modularity Q,,,-0.4550297502883675,node_mean,,4,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum
Drosophila,ICL_L,-0.1041283831034324,0.0042850023490588,-0.0121913594953167,0.6097806223515823,within-region cell-level induced sub-SC modularity Q,,,-0.6267717884052632,node_mean,,4,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum
Drosophila,ICL_R,-0.1088552069202965,0.0022242635918467,-0.0086050511719919,0.6107673882222713,within-region cell-level induced sub-SC modularity Q,,,-0.7938958604702551,node_mean,,4,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum
Drosophila,LAL_L,0.4396997499677837,0.0158525861949458,0.0086456898469944,0.512502300539257,within-region cell-level induced sub-SC modularity Q,,,-0.0812935021817268,node_mean,,3,sensorimotor output,sensorimotor output,premotor / descending interface,premotor interface
Drosophila,LAL_R,0.4937769585849373,-0.009054463137215,0.0088199377500919,0.4809981122500806,within-region cell-level induced sub-SC modularity Q,,,-0.0874163681621682,node_mean,,3,sensorimotor output,sensorimotor output,premotor / descending interface,premotor interface
Drosophila,LH_L,0.4949474512208566,0.0073878421151655,0.0056421025584574,0.4319583341899644,within-region cell-level induced sub-SC modularity Q,,,0.1697042064397107,node_mean,,0,olfactory / chemosensory,olfactory / chemosensory,olfactory system,olfactory neuropil
Drosophila,LH_R,0.4310021709390036,-0.0006085538974333,-0.0015620659733197,0.4362525278078802,within-region cell-level induced sub-SC modularity Q,,,0.4521889501029338,node_mean,,0,olfactory / chemosensory,olfactory / chemosensory,olfactory system,olfactory neuropil
Drosophila,LO_R,-0.8641622978631396,0.0041107082158664,0.0038012121671988,0.5729150161006623,within-region cell-level induced sub-SC modularity Q,,,-0.2235359787234082,node_mean,,1,visual / optic,visual / optic,visual / optic,optic neuropil
Drosophila,MB_L,0.8450483728176931,-0.0569564167101986,0.0720069799873095,0.5360304662100134,within-region cell-level induced sub-SC modularity Q,,,0.1604609447818444,node_mean,,5,associative / learning,associative / learning,mushroom body,mushroom body
Drosophila,MB_R,1.2804103580774668,-0.1252192110285077,0.0910220732211369,0.6690961905940654,within-region cell-level induced sub-SC modularity Q,,,0.2967367759402225,node_mean,,5,associative / learning,associative / learning,mushroom body,mushroom body
Drosophila,ME_L,-1.3709621098174984,-0.0075254645606196,-0.0847664824764092,0.699855754045594,within-region cell-level induced sub-SC modularity Q,,,1.2959829059602028,node_mean,,1,visual / optic,visual / optic,visual / optic,optic neuropil
Drosophila,ME_R,-0.7648873512860052,-0.0003966732874369,-0.005914078063496,0.7066598264728003,within-region cell-level induced sub-SC modularity Q,,,0.9373619920999618,node_mean,,1,visual / optic,visual / optic,visual / optic,optic neuropil
Drosophila,PLP_L,0.3684434293372752,-0.0039640878380056,-0.0169436020564553,0.614643522557888,within-region cell-level induced sub-SC modularity Q,,,-0.1261519291271758,node_mean,,4,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum
Drosophila,PLP_R,0.2849500985973232,-0.0210679244802576,-0.0077008022147407,0.6707137994634418,within-region cell-level induced sub-SC modularity Q,,,-0.260895861122119,node_mean,,4,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum
Drosophila,PVLP_L,0.2930105331063098,0.0093178293041694,-0.040215805784619,0.616346227653427,within-region cell-level induced sub-SC modularity Q,,,-0.4537985828842031,node_mean,,4,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum
Drosophila,PVLP_R,0.1177895177903817,0.0094069448566929,-0.0195708393470987,0.5693315887799352,within-region cell-level induced sub-SC modularity Q,,,-0.443064624230007,node_mean,,4,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum
Drosophila,SIP_L,0.150938837554705,0.010544627094206,0.0108933200094632,0.685881533133319,within-region cell-level induced sub-SC modularity Q,,,-0.05049679231685,node_mean,,4,integrative relay,integrative relay,superior protocerebrum,protocerebrum
Drosophila,SIP_R,0.3441416109096894,-0.0268607093638766,0.0146383486123922,0.7060751613556515,within-region cell-level induced sub-SC modularity Q,,,0.3251339878495997,node_mean,,4,integrative relay,integrative relay,superior protocerebrum,protocerebrum
Drosophila,SLP_R,0.6664468040176648,0.003032188244531,0.0198000811772012,0.5310439716454235,within-region cell-level induced sub-SC modularity Q,,,-0.2879574200798989,node_mean,,4,integrative relay,integrative relay,superior protocerebrum,protocerebrum
Drosophila,SMP_L,0.4981025441101815,0.0110350037003574,0.0143517291906118,0.5441031191264883,within-region cell-level induced sub-SC modularity Q,,,-0.2233168384504957,node_mean,,4,integrative relay,integrative relay,superior protocerebrum,protocerebrum
Drosophila,SMP_R,0.5561460857546392,0.0035258651882899,0.0011968900350566,0.5331272562763391,within-region cell-level induced sub-SC modularity Q,,,-0.2546318686030869,node_mean,,4,integrative relay,integrative relay,superior protocerebrum,protocerebrum
Drosophila,SPS_L,0.3901537089516166,-0.0036950516419438,0.002763559566441,0.553493252753705,within-region cell-level induced sub-SC modularity Q,,,-0.3802312760180888,node_mean,,3,sensorimotor output,sensorimotor output,premotor / descending interface,premotor interface
Drosophila,SPS_R,0.36874158204957,-0.0038048179207285,0.0033001177521604,0.5525320679799299,within-region cell-level induced sub-SC modularity Q,,,-0.5613998628214417,node_mean,,3,sensorimotor output,sensorimotor output,premotor / descending interface,premotor interface
Drosophila,VES_L,0.5288246271017737,0.0055564777536826,0.0040039655541395,0.5031407090493887,within-region cell-level induced sub-SC modularity Q,,,-0.3450533381467631,node_mean,,3,sensorimotor output,sensorimotor output,premotor / descending interface,premotor interface
Drosophila,VES_R,0.5249681128180895,-0.0027180829781906,0.0082556116800339,0.4737140683548883,within-region cell-level induced sub-SC modularity Q,,,-0.1630100254701345,node_mean,,3,sensorimotor output,sensorimotor output,premotor / descending interface,premotor interface
Drosophila,WED_R,-0.8475651159819618,0.0018852715074512,0.0056389201270123,0.5134644864506052,within-region cell-level induced sub-SC modularity Q,,,0.5137179705089414,node_mean,,4,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum
Zebrafish,MON,-0.05228083189883842,-0.0081498736819999,-0.0037052569870558,0.3816946286328523,subject-specific within-region cell-level induced sub-SC modularity Q,11364.0,27.0,1.0058150350700736,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,Cb,-0.33618120902746046,-0.0146911731870507,0.0018912372191444,0.5470736324592994,subject-specific within-region cell-level induced sub-SC modularity Q,8017.0,70.0,0.6230282433061092,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,MOS1,-0.1794900839625175,-0.0128950749172522,0.0060380915834536,0.2839931983397028,subject-specific within-region cell-level induced sub-SC modularity Q,59459.0,48.0,-0.3583924096154478,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,MOS2,-1.2259381340339042,-0.0137643588580832,0.0089971950450604,0.642400253401164,subject-specific within-region cell-level induced sub-SC modularity Q,2232.0,42.0,-0.3378477557787159,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,MOS3,0.10198340537619252,-0.0166393506344257,0.0011620437751158,0.4742031092100615,subject-specific within-region cell-level induced sub-SC modularity Q,13725.0,19.0,1.8163958166971603,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,MOS4,-0.8603827539244627,-0.0085777130945021,0.0001203396362036,0.5849726151171405,subject-specific within-region cell-level induced sub-SC modularity Q,4185.0,82.0,1.359648797061377,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,MOS5,-0.21794814806735063,-0.0089172562314277,0.0016914416682765,0.508629175652095,subject-specific within-region cell-level induced sub-SC modularity Q,13198.0,50.0,0.8072747960377941,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,IPN,0.4054107177100456,-0.0186476834432564,-0.000809655534538,,,,,-1.5661252566013932,subject_12,12,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,IO,0.30826988504805547,,,,,,,0.0,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,Ra,0.7226232539509563,-0.0173340178968715,0.0098060264116956,0.5618643517503918,subject-specific within-region cell-level induced sub-SC modularity Q,702.0,22.0,-1.2007986801650008,subject_12,12,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,T,0.0841548856113102,-0.0195673195556618,-0.0025909532523295,0.6126484479146361,subject-specific within-region cell-level induced sub-SC modularity Q,7283.0,18.0,0.995958430039042,subject_12,12,4,integrative relay,integrative relay,diencephalic / state relay,diencephalon
Zebrafish,aRF,-0.5596484527379519,-0.0115367696742229,,0.6079484541958315,subject-specific within-region cell-level induced sub-SC modularity Q,605.0,38.0,0.865845153576944,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,imRF,-1.1339876418370431,-0.0253455148241204,0.0047203886788537,0.5304630089913489,subject-specific within-region cell-level induced sub-SC modularity Q,1789.0,36.0,-0.0461468840264877,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,pRF,-1.1392719682295818,-0.018807737050673,0.0103657707726246,0.4354281368756768,subject-specific within-region cell-level induced sub-SC modularity Q,3884.0,18.0,-1.2276844113191725,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,Hb,1.0498844249500718,0.0186515271394251,0.0057461675495969,0.6233737387350288,subject-specific within-region cell-level induced sub-SC modularity Q,633.0,35.0,6.966361057582602,subject_12,12,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,Hi,-0.7870264028479187,-0.020548032283871,-0.0078025431370055,,,,,4.75633769718494,subject_12,12,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,OG,-1.9868263234983259,,,,,,,0.0,subject_12,12,0,olfactory / chemosensory,olfactory / chemosensory,olfactory sensory,telencephalon
Zebrafish,OB,1.6767872937393808,-0.011268234181219,0.0124696400603259,0.665295752363179,subject-specific within-region cell-level induced sub-SC modularity Q,314.0,36.0,0.0909717782057267,subject_12,12,0,olfactory / chemosensory,olfactory / chemosensory,olfactory sensory,telencephalon
Zebrafish,OE,1.4904099955221355,-0.0069102448050651,0.0126988538986042,,,,,-0.1823215567939546,subject_12,12,0,olfactory / chemosensory,olfactory / chemosensory,olfactory sensory,telencephalon
Zebrafish,P,1.28787260794144,0.0021209007051267,-0.0353708364349897,0.7464498332581097,subject-specific within-region cell-level induced sub-SC modularity Q,1793.0,70.0,0.8371839685261714,subject_12,12,5,associative / learning,associative / learning,telencephalic associative,telencephalon
Zebrafish,PT,0.4160851089848457,-0.0010064012229707,-0.003171979262783,0.6502271896337626,subject-specific within-region cell-level induced sub-SC modularity Q,1081.0,27.0,-0.8924317474598463,subject_12,12,1,visual / optic,visual / optic,visual / optic midbrain,diencephalon
Zebrafish,PO,1.2933955249966367,0.0111828476799098,0.0097053071968879,0.6597730499016918,subject-specific within-region cell-level induced sub-SC modularity Q,941.0,18.0,0.4108181169883061,subject_12,12,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,PrT,-0.12739858496835657,-0.0207133338803738,-0.0011977726742538,0.5971857435693977,subject-specific within-region cell-level induced sub-SC modularity Q,1064.0,36.0,-0.6611911330446445,subject_12,12,1,visual / optic,visual / optic,visual / optic midbrain,diencephalon
Zebrafish,SP,1.5596743357174754,0.0074266641881975,-0.0269616278680874,0.6077296729606863,subject-specific within-region cell-level induced sub-SC modularity Q,1845.0,35.0,2.167288943798912,subject_12,12,5,associative / learning,associative / learning,telencephalic associative,telencephalon
Zebrafish,TeO,0.7291121943487686,-0.0137110832178088,-0.0021293717616123,0.7544254655180782,subject-specific within-region cell-level induced sub-SC modularity Q,33899.0,116.0,-0.450237969466813,subject_12,12,1,visual / optic,visual / optic,visual / optic midbrain,mesencephalon
Zebrafish,Th,0.8056253752492459,-0.0108948167065223,0.0018405110541925,0.7217172714674105,subject-specific within-region cell-level induced sub-SC modularity Q,3807.0,40.0,-1.145905838877875,subject_12,12,4,integrative relay,integrative relay,diencephalic / state relay,diencephalon
Zebrafish,TL,-0.9363144558735496,-0.0589630694969621,-0.0053170136625896,0.7482009847241511,subject-specific within-region cell-level induced sub-SC modularity Q,89.0,33.0,1.959257730426967,subject_12,12,1,visual / optic,visual / optic,visual / optic midbrain,mesencephalon
Zebrafish,TS,0.755790728063377,-0.0062887845052633,-0.008874993542266,0.5233370637557895,subject-specific within-region cell-level induced sub-SC modularity Q,1205.0,45.0,-0.4918456823724306,subject_12,12,1,visual / optic,visual / optic,visual / optic midbrain,mesencephalon
Zebrafish,TG,-1.4792079617862979,1.1248284507888156e-57,0.0012321035135091,,,,,0.0,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,VR,-0.41672299946853514,-0.0127174220206225,-0.0008823461571406,,,,,3.888900588007292,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,NX,-1.4509971054386215,-0.0079134852688787,0.0054636320805868,0.4526783465566031,subject-specific within-region cell-level induced sub-SC modularity Q,2285.0,16.0,-0.0453278342994466,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rMON,0.3338494647241887,-0.0151562291475228,0.0004101664268373,0.3652390033494128,subject-specific within-region cell-level induced sub-SC modularity Q,18942.0,21.0,0.4366432428080851,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rCb,-0.2997603920212963,-0.0209590758390974,0.0006335989592044,0.5729433146575015,subject-specific within-region cell-level induced sub-SC modularity Q,8598.0,70.0,-0.0817124365156155,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rMOS1,-0.6234319173458078,-0.0155807357402673,0.007104684103571,0.2580314314417926,subject-specific within-region cell-level induced sub-SC modularity Q,69892.0,45.0,-0.3969417863818234,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rMOS2,-1.361798530614629,-0.0027174214035982,0.0108366527366991,0.6140998061960692,subject-specific within-region cell-level induced sub-SC modularity Q,2341.0,39.0,-1.5709923210256982,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rMOS3,-0.08100781342858632,-0.0157988160115232,-0.0064582562268182,0.4836004117393987,subject-specific within-region cell-level induced sub-SC modularity Q,21243.0,20.0,1.214855148514053,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rMOS4,-1.0745982551726547,-0.0072648287622253,0.0019011104413411,0.69819493715206,subject-specific within-region cell-level induced sub-SC modularity Q,4225.0,88.0,1.2713792552729262,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rMOS5,-0.03860446462188201,-0.0071607958962447,-0.0035011333147442,0.4782731360943263,subject-specific within-region cell-level induced sub-SC modularity Q,21437.0,26.0,1.4489679259131043,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rIPN,1.0446843997152087,-0.0235380304402276,0.001114250945417,,,,,-0.9756885678457496,subject_12,12,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,rIO,0.3208629903907115,0.0209341003395068,,,,,,2.772588722239781,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rRa,1.0623216086529619,-0.0313273456302005,0.005887051287661,0.669765831781198,subject-specific within-region cell-level induced sub-SC modularity Q,404.0,21.0,-1.1292189333746434,subject_12,12,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,rT,-0.1372764359668227,-0.0238812517382032,-0.0018451255021339,0.5267826025151051,subject-specific within-region cell-level induced sub-SC modularity Q,12095.0,30.0,0.6269606412664458,subject_12,12,4,integrative relay,integrative relay,diencephalic / state relay,diencephalon
Zebrafish,raRF,-0.9363913251762701,-0.0230319581080262,-0.0044652265507074,0.6858324661810611,subject-specific within-region cell-level induced sub-SC modularity Q,310.0,39.0,0.3880953861591228,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rimRF,-1.5782879388111153,-0.0269817417522108,0.0055850784790989,0.4313650913673598,subject-specific within-region cell-level induced sub-SC modularity Q,3448.0,20.0,-0.333271606827308,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rpRF,-1.4772155661418136,-0.011002932108895,0.0101622221956036,0.4424560244325993,subject-specific within-region cell-level induced sub-SC modularity Q,6138.0,17.0,-1.5138897971992478,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rHb,1.067502431907215,0.0079966378606949,-0.0001799350782608,0.7400826718126395,subject-specific within-region cell-level induced sub-SC modularity Q,302.0,54.0,6.186208623900494,subject_12,12,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,rHi,-0.849271622720436,-0.024329913433303,-0.0076650591504005,,,,,3.853078006737476,subject_12,12,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,rOB,1.6582948188085447,0.0188482661747228,-0.0081411704122888,0.7785996055226824,subject-specific within-region cell-level induced sub-SC modularity Q,156.0,49.0,-4.103561217327025,subject_12,12,0,olfactory / chemosensory,olfactory / chemosensory,olfactory sensory,telencephalon
Zebrafish,rOE,0.781681142852735,0.0015638991193397,0.0095064099935225,,,,,0.2231435513142097,subject_12,12,0,olfactory / chemosensory,olfactory / chemosensory,olfactory sensory,telencephalon
Zebrafish,rP,1.643123942082198,0.0124691783687306,-0.0100604873170358,0.7533066860465114,subject-specific within-region cell-level induced sub-SC modularity Q,1720.0,94.0,1.703852513424284,subject_12,12,5,associative / learning,associative / learning,telencephalic associative,telencephalon
Zebrafish,rPT,0.6194279656954824,-0.0053433703552153,-0.0030900947608857,0.6089811670148493,subject-specific within-region cell-level induced sub-SC modularity Q,1014.0,13.0,-0.3282966368233946,subject_12,12,1,visual / optic,visual / optic,visual / optic midbrain,diencephalon
Zebrafish,rPO,1.3680317328712728,0.0083990595499287,0.006597132165117,0.6809273347734885,subject-specific within-region cell-level induced sub-SC modularity Q,819.0,14.0,0.3828792551696962,subject_12,12,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,rPrT,0.0020220145465971403,-0.0210293300388905,-0.0016900788683603,0.5993057711826772,subject-specific within-region cell-level induced sub-SC modularity Q,1927.0,36.0,-0.3145630619212531,subject_12,12,1,visual / optic,visual / optic,visual / optic midbrain,diencephalon
Zebrafish,rSP,1.6614066398338785,0.0042632002587752,-0.0055404229839743,0.5767617899322266,subject-specific within-region cell-level induced sub-SC modularity Q,1922.0,26.0,2.6451334207355144,subject_12,12,5,associative / learning,associative / learning,telencephalic associative,telencephalon
Zebrafish,rTeO,0.6989688597466945,-0.0221648373012576,-0.0036723258459201,0.691686373515378,subject-specific within-region cell-level induced sub-SC modularity Q,52155.0,161.0,-0.8524180188540805,subject_12,12,1,visual / optic,visual / optic,visual / optic midbrain,mesencephalon
Zebrafish,rTh,0.8431391260165352,-0.009248086832887,-0.0019979202698031,0.5813392455490988,subject-specific within-region cell-level induced sub-SC modularity Q,6023.0,30.0,-0.364092667261627,subject_12,12,4,integrative relay,integrative relay,diencephalic / state relay,diencephalon
Zebrafish,rTL,-0.5582391470621302,-0.0472627453639681,-0.0136026040750468,,,,,0.2614613778246426,subject_12,12,1,visual / optic,visual / optic,visual / optic midbrain,mesencephalon
Zebrafish,rTS,-0.026007579510421912,-0.0121777813277059,-0.0142974398448738,0.7796093750000002,subject-specific within-region cell-level induced sub-SC modularity Q,80.0,62.0,0.4873522675803485,subject_12,12,1,visual / optic,visual / optic,visual / optic midbrain,mesencephalon
Zebrafish,rTG,-1.4894841054993193,,,,,,,0.0,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
