figure,panel,metric,region,division,n,mean,sem,std,median
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,PO,Tel,7,0.0016206224905284262,0.00026418436621767336,0.0006989661332831773,0.001670970868250261
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,SP,Tel,7,0.00141147935366464,0.00033665671746077374,0.0008907099516005436,0.0012148634187285805
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,HR,Di,2,0.0009146339602369808,0.0003921357426727372,0.000554563685579031,0.0009146339602369808
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,Hb,Di,6,0.0011342541705588213,0.0005033737494984644,0.0012330088361827973,0.0006349526011700672
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,Hi,Di,3,0.0006723196167501649,0.0011331623014288264,0.001962694679296406,0.0012407767165433926
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,PT,Di,6,0.0006513965769940223,0.00034855305011907944,0.000853777121082476,0.0005767903843121593
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,PrT,Di,7,0.0007462036880404728,0.0003419862857363247,0.0009048106638529908,0.00046802906563283496
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,Th,Di,7,0.0012488227816371002,0.0003934026949384361,0.0010408456959097106,0.0009037763555399672
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,TS,Mes,4,0.0001557069462966106,0.0006560965942794164,0.0013121931885588327,0.0006213097384099829
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,TeO,Mes,7,0.0007313043501216169,0.0006372125968286496,0.0016859060634862723,9.224800237504972e-05
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,Cb,Hind,7,0.0009503446191316251,0.0004180379764658747,0.0011060245243093765,0.0005963371221218995
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,MON,Hind,7,0.00037794441071157126,0.0005862001073062708,0.0015509397024517698,-1.968511436877546e-05
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,MOS1,Hind,7,0.0009621245755940648,0.00036457984206886735,0.0009645875951414272,0.000523616021107216
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,MOS2,Hind,7,0.0012383979237956286,0.000218562380985191,0.0005782617060409677,0.001268420466184774
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,MOS3,Hind,7,0.0008441013372694533,0.0002944817194178764,0.0007791253952344014,0.0006737501672404176
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,MOS4,Hind,7,0.00014416781120552016,0.0003254047549290003,0.0008609400569800544,-5.43589079228091e-05
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,MOS5,Hind,7,0.00035585478313642296,0.00037107292062322545,0.0009817666662394655,-6.63668891235866e-05
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,NX,Hind,6,0.0010515165714467837,0.00045426753654335446,0.0011127236712423292,0.0010493496721058742
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,Ra,Hind,7,0.00018686668486896275,0.0004772028232457519,0.0012625599952461723,0.0003262611047622155
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,T,Hind,7,0.0009133762153841024,0.00044821270403971663,0.0011858593493488856,0.0006107518026524376
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,laRF,Hind,6,0.0007749681816646989,0.00047815923566638596,0.0011712461431818567,0.000701333490042309
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,limRF,Hind,6,0.0013068674869726972,0.000687394056482776,0.0016837646906046801,0.001411299667728157
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,lpRF,Hind,7,0.0008620643489231198,0.00038372408012773295,0.0010152384880850035,0.0005501005075794363
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rCb,Hind,7,0.0003904426851814484,0.0003988690699621553,0.0010553083647954864,0.0005621330768290151
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rHR,Di,2,0.0009098815462291568,0.00023869620551780624,0.0003375674111302772,0.0009098815462291568
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rHb,Di,6,0.0012726680118626589,0.00018097982921244483,0.00044330823530653495,0.0011504585626311583
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rHi,Di,4,0.0014166689205979406,0.0003675451514085204,0.0007350903028170408,0.001350569849149406
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rMON,Hind,7,0.00013673404874596685,0.0003969696203538045,0.0010502828935038911,-0.0001912727340846644
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rMOS1,Hind,7,0.0009353466113855565,0.00030783214246526736,0.0008144472945153029,0.0006632325243331405
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rMOS2,Hind,7,0.000712859511765751,0.0002368736128851053,0.0006267086718473737,0.0006016638287711605
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rMOS3,Hind,7,0.0009147374280379526,0.0002834520510836798,0.0007499436357785932,0.0008810878701401525
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rMOS4,Hind,7,0.0010502223402182715,0.00033687623459914724,0.0008912907393571964,0.0007514071419037942
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rMOS5,Hind,7,0.00014343020707048175,0.0002599811734149086,0.0006878455304146051,0.0003087903957573359
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rNX,Hind,7,0.0005934134240707002,0.00033032146370488207,0.0008739484456699664,0.0006209538020974023
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rP,Tel,7,0.0014652347720285565,0.00012446011704333632,0.0003292905178426595,0.0014106219525294105
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rPO,Tel,7,0.0017176227986393463,0.0002964598811190982,0.0007843591191489068,0.0020941611801014066
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rPT,Di,7,0.0011305511596681542,0.0003812988261877223,0.0010088218692935558,0.0007501306840483624
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rPrT,Di,7,0.0011601645143437633,0.00032172442235227117,0.0008512028122400195,0.0007149327757853783
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rRa,Hind,6,0.0008951893941988466,0.000493985973392233,0.0012100135749030384,0.0004049637195314463
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rSP,Tel,7,0.0019180627148072619,0.000408415303400784,0.0010805653244314668,0.0020094501629835536
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rT,Hind,7,0.00042118881723717547,0.0002829237554855755,0.000748545897007279,0.0004168892363619497
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rTS,Mes,18,0.0002733140780681591,0.0002943539484634249,0.0012488380381651396,0.00015863594268834014
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rTeO,Mes,7,-0.00011747211868727111,0.00020126403039492731,0.0005324945722875226,0.00014769803225937752
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rTh,Di,7,0.001382626243557097,0.0002595130645581487,0.0006866070307931117,0.001028847993437794
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,raRF,Hind,4,0.0011590751410813257,0.0002663078859917009,0.0005326157719834017,0.0011590911791352315
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rimRF,Hind,6,0.0008107359856666619,0.0003565249940157023,0.0008733043158872967,0.0009612944743458173
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rpRF,Hind,7,0.0013008270765845092,0.0004759753664426362,0.0012593124498000538,0.001140438301289598
