species,node_i,node_j,sc_profile_corr
C. elegans,ALA,AVER,-0.29726250376297725
C. elegans,ALA,AVHL,0.8800073281799733
C. elegans,ALA,AVJL,-0.5226251393572211
C. elegans,ALA,AVJR,-0.258352245936935
C. elegans,ALA,AVKL,-0.38429780912491923
C. elegans,ALA,AVKR,-0.3902000245673595
C. elegans,ALA,AVL,0.15113373911966754
C. elegans,ALA,AWAL,0.8052339027418252
C. elegans,ALA,AWAR,0.880893194254028
C. elegans,ALA,AWBL,0.8850426241508256
C. elegans,ALA,AWBR,0.9347668328484692
C. elegans,ALA,AWCL,0.7675736297200412
C. elegans,ALA,AWCR,0.9917153442546024
C. elegans,ALA,BAGL,0.9098434895637965
C. elegans,ALA,CEPDL,0.9191196603355709
C. elegans,ALA,CEPDR,0.8587530778477572
C. elegans,ALA,CEPVL,0.8749856396353045
C. elegans,ALA,CEPVR,0.9911160223413323
C. elegans,ALA,FLPL,0.7759804478281546
C. elegans,ALA,FLPR,0.7703367655370856
C. elegans,ALA,IL1DL,-0.2704371458957348
C. elegans,ALA,IL1DR,0.9434728685727318
C. elegans,ALA,IL1L,0.9900606153737733
C. elegans,ALA,IL1R,0.964751334354422
C. elegans,ALA,IL1VL,0.7508142004062122
C. elegans,ALA,IL1VR,0.8306409590112875
C. elegans,ALA,IL2DL,0.7801711431692897
C. elegans,ALA,IL2DR,0.8306658328429956
C. elegans,ALA,IL2L,0.8442412369606256
C. elegans,ALA,IL2R,0.834349394906807
C. elegans,ALA,IL2VL,0.7679247722173003
C. elegans,ALA,IL2VR,0.7742577090753079
C. elegans,ALA,OLLL,0.8632790939756351
C. elegans,ALA,OLLR,0.9703533390409097
C. elegans,ALA,OLQDL,-0.1305941713717367
C. elegans,ALA,OLQDR,-0.22780190225261837
C. elegans,ALA,OLQVL,-0.3183532968745556
C. elegans,ALA,OLQVR,0.8491466622925116
C. elegans,ALA,RIAL,0.3374046322295176
C. elegans,ALA,RIAR,0.5985200972172497
C. elegans,ALA,RIBL,-0.45460534394215885
C. elegans,ALA,RIBR,-0.542387033032746
C. elegans,ALA,RICL,0.6359700986113029
C. elegans,ALA,RICR,0.41228652153666095
C. elegans,ALA,RID,-0.43479054112185755
C. elegans,ALA,RIH,0.9882870774013418
C. elegans,ALA,RIML,0.05427202543588794
C. elegans,ALA,RIMR,-0.2651487110929529
C. elegans,ALA,RIR,0.9542718108790248
C. elegans,ALA,RIS,0.8880458147259714
C. elegans,ALA,RIVL,0.647540780342463
C. elegans,ALA,RIVR,0.9390848033447877
C. elegans,ALA,RMDDL,-0.6065490600848009
C. elegans,ALA,RMDDR,-0.6235963445848736
C. elegans,ALA,RMDL,-0.48127274672068426
C. elegans,ALA,RMDR,-0.5629342000739086
C. elegans,ALA,RMDVL,-0.5453844402622049
C. elegans,ALA,RMDVR,-0.5372813320673525
C. elegans,ALA,RMED,-0.5556804544983924
C. elegans,ALA,RMEL,-0.6110540239237369
C. elegans,ALA,RMER,-0.6350397182560616
C. elegans,ALA,RMEV,-0.5646714076056879
C. elegans,ALA,RMGL,0.9764040279828848
C. elegans,ALA,SAADL,0.16214346100924565
C. elegans,ALA,SAADR,0.846805155078318
C. elegans,ALA,SAAVL,0.9824350340730126
C. elegans,ALA,SAAVR,0.9599330178469236
C. elegans,ALA,SMBVR,-0.375690628404635
C. elegans,ALA,SMDDL,-0.47114530157825174
C. elegans,ALA,SMDDR,-0.5145425144355434
C. elegans,ALA,SMDVL,0.19539112108716672
C. elegans,ALA,SMDVR,-0.02848565507985909
C. elegans,ALA,URADL,-0.3364492344687326
C. elegans,ALA,URADR,0.38235198867980014
C. elegans,ALA,URAVL,0.9961856400030065
C. elegans,ALA,URAVR,0.9980919364977043
C. elegans,ALA,URBL,0.9104989202822362
C. elegans,ALA,URBR,0.989041015644794
C. elegans,ALA,URXL,0.8173317884742327
C. elegans,ALA,URXR,0.9948423095400171
C. elegans,ALA,URYDL,0.9474618595408101
C. elegans,ALA,URYDR,0.8908476212338601
C. elegans,ALA,URYVL,0.8306899665745341
C. elegans,ALA,URYVR,0.8335765767903632
C. elegans,AQR,ASEL,0.9943302319748157
C. elegans,AQR,ASER,0.8108361285040049
C. elegans,AQR,ASGL,0.948785926557872
C. elegans,AQR,ASGR,0.983202767840215
C. elegans,AQR,ASHL,0.9919608535766062
C. elegans,AQR,ASIL,0.9917855434304681
C. elegans,AQR,ASIR,0.9722840863467758
C. elegans,AQR,ASKL,-0.12316177759564458
C. elegans,AQR,ASKR,0.994326515184184
C. elegans,AQR,AUAL,0.9908540092913778
C. elegans,AQR,AUAR,0.9945409340852254
C. elegans,AQR,AVAL,-0.7790133822347852
C. elegans,AQR,AVAR,-0.7783595375355029
C. elegans,AQR,AVBL,-0.8468213981229713
C. elegans,AQR,AVBR,-0.8349510747683572
C. elegans,AQR,AVDL,-0.6658168593765242
C. elegans,AQR,AVDR,-0.4621283774655119
C. elegans,AQR,AVEL,-0.7209479335548038
C. elegans,AQR,AVER,-0.6458572288476384
C. elegans,AQR,AVHL,0.6251477449759958
C. elegans,AQR,AVJL,-0.8146364402287568
C. elegans,AQR,AVJR,-0.6125643917160487
C. elegans,AQR,AVKL,-0.7152624747382786
C. elegans,AQR,AVKR,-0.7199257460886056
C. elegans,AQR,AVL,-0.24828913684314738
C. elegans,AQR,AWAL,0.9732360037911729
C. elegans,AQR,AWAR,0.9947170434697674
C. elegans,AQR,AWBL,0.9940811045085903
C. elegans,AQR,AWBR,0.9955488668555723
C. elegans,AQR,AWCL,0.46363818988888095
C. elegans,AQR,AWCR,0.9411779255668886
C. elegans,AQR,BAGL,0.9971956997530441
C. elegans,AQR,CEPDL,0.9992132323054985
C. elegans,AQR,CEPDR,0.9902048870580215
C. elegans,AQR,CEPVL,0.9945392526184168
C. elegans,AQR,CEPVR,0.9590086718686622
C. elegans,AQR,FLPL,0.960590193468706
C. elegans,AQR,FLPR,0.9586348783774651
C. elegans,AQR,IL1DL,-0.6257024932773065
C. elegans,AQR,IL1DR,0.7383625383534739
C. elegans,AQR,IL1L,0.9636260171502283
C. elegans,AQR,IL1R,0.9906642238001581
C. elegans,AQR,IL1VL,0.44471004788589863
C. elegans,AQR,IL1VR,0.5528110122192527
C. elegans,AQR,IL2DL,0.9627463948826749
C. elegans,AQR,IL2DR,0.9821724579736834
C. elegans,AQR,IL2L,0.9861071573313404
C. elegans,AQR,IL2R,0.9831803721245079
C. elegans,AQR,IL2VL,0.9575532348036188
C. elegans,AQR,IL2VR,0.9602324396621937
C. elegans,AQR,OLLL,0.9920356842986736
C. elegans,AQR,OLLR,0.9873803500552545
C. elegans,AQR,OLQDL,-0.5087787837747506
C. elegans,AQR,OLQDR,-0.5908502889628738
C. elegans,AQR,OLQVL,-0.6641176063040468
C. elegans,AQR,OLQVR,0.577482012578335
C. elegans,AQR,RIAL,-0.05368085314412559
C. elegans,AQR,RIAR,0.24070666331286827
C. elegans,AQR,RIBL,-0.7672618723721222
C. elegans,AQR,RIBR,-0.8280542759753868
C. elegans,AQR,RICL,0.290223218656719
C. elegans,AQR,RICR,0.025987878397612667
C. elegans,AQR,RID,-0.752757353382825
C. elegans,AQR,RIH,0.9451164784745371
C. elegans,AQR,RIML,-0.3406154412539901
C. elegans,AQR,RIMR,-0.6209922872285596
C. elegans,AQR,RIR,0.7731705864432912
C. elegans,AQR,RIS,0.996275118323845
C. elegans,AQR,RIVL,0.30766990900530317
C. elegans,AQR,RIVR,0.9843780532096615
C. elegans,AQR,RMDDL,-0.8688653299578781
C. elegans,AQR,RMDDR,-0.8776735636903056
C. elegans,AQR,RMDL,-0.7862824064145952
C. elegans,AQR,RMDR,-0.8418713880520146
C. elegans,AQR,RMDVL,-0.8278940605854537
C. elegans,AQR,RMDVR,-0.8221531121156866
C. elegans,AQR,RMED,-0.8369698683257848
C. elegans,AQR,RMEL,-0.8724715522239267
C. elegans,AQR,RMER,-0.8870425814431895
C. elegans,AQR,RMEV,-0.842934816828638
C. elegans,AQR,RMGL,0.8135825630093347
C. elegans,AQR,SAADL,-0.2371645140884429
C. elegans,AQR,SAADR,0.5756933638122114
C. elegans,AQR,SAAVL,0.9733381601768226
C. elegans,AQR,SAAVR,0.9926956512791791
C. elegans,AQR,SMBVR,-0.7089147641519946
C. elegans,AQR,SMDDL,-0.7792070358783232
C. elegans,AQR,SMDDR,-0.8093684200446145
C. elegans,AQR,SMDVL,-0.20454778962401368
C. elegans,AQR,SMDVR,-0.41808502850571866
C. elegans,AQR,URADL,-0.6785335752705075
C. elegans,AQR,URADR,0.001947479206717795
C. elegans,AQR,URAVL,0.9380454789980162
C. elegans,AQR,URAVR,0.9066281631698248
C. elegans,AQR,URBL,0.9984921511014726
C. elegans,AQR,URBR,0.9605706063132807
C. elegans,AQR,URXL,0.5333008803152391
C. elegans,AQR,URXR,0.92801676013116
C. elegans,AQR,URYDL,0.9963127546492946
C. elegans,AQR,URYDR,0.997636179658538
C. elegans,AQR,URYVL,0.9823886988504322
C. elegans,AQR,URYVR,0.9833524222153411
C. elegans,ASEL,ASER,0.771868322227087
C. elegans,ASEL,ASGL,0.9690578425610501
C. elegans,ASEL,ASGR,0.9938873933633061
C. elegans,ASEL,ASHL,0.9978655678336866
C. elegans,ASEL,ASIL,0.9857035417764232
C. elegans,ASEL,ASIR,0.9867192731491489
C. elegans,ASEL,ASKL,-0.19423997385799258
C. elegans,ASEL,ASKR,0.999383829060047
C. elegans,ASEL,AUAL,0.9754384953351964
C. elegans,ASEL,AUAR,0.9870253325674161
C. elegans,ASEL,AVAL,-0.8281559333829505
C. elegans,ASEL,AVAR,-0.8268958159939325
C. elegans,ASEL,AVBL,-0.888541393066718
C. elegans,ASEL,AVBR,-0.8780266494874067
C. elegans,ASEL,AVDL,-0.7357149005808111
C. elegans,ASEL,AVDR,-0.548132551683399
C. elegans,ASEL,AVEL,-0.7742757204544004
C. elegans,ASEL,AVER,-0.7077405962142023
C. elegans,ASEL,AVHL,0.5663582538300098
C. elegans,ASEL,AVJL,-0.8576948539186678
C. elegans,ASEL,AVJR,-0.679221991989881
C. elegans,ASEL,AVKL,-0.7628323110760791
C. elegans,ASEL,AVKR,-0.769276033637563
C. elegans,ASEL,AVL,-0.3192386181389093
C. elegans,ASEL,AWAL,0.9853816953316734
C. elegans,ASEL,AWAR,0.9997695384283165
C. elegans,ASEL,AWBL,0.999983577378699
C. elegans,ASEL,AWBR,0.9920992627935635
C. elegans,ASEL,AWCL,0.40613074597581694
C. elegans,ASEL,AWCR,0.9187485625144621
C. elegans,ASEL,BAGL,0.9983127185619498
C. elegans,ASEL,CEPDL,0.9964683231128616
C. elegans,ASEL,CEPDR,0.9979494413455543
C. elegans,ASEL,CEPVL,0.9984225057506856
C. elegans,ASEL,CEPVR,0.936247587643565
C. elegans,ASEL,FLPL,0.9732730808424171
C. elegans,ASEL,FLPR,0.974671851996569
C. elegans,ASEL,IL1DL,-0.685940990355213
C. elegans,ASEL,IL1DR,0.6803432089394188
C. elegans,ASEL,IL1L,0.9348154789965376
C. elegans,ASEL,IL1R,0.9740878907335944
C. elegans,ASEL,IL1VL,0.35981250391563097
C. elegans,ASEL,IL1VR,0.4760495748010051
C. elegans,ASEL,IL2DL,0.9799924145166741
C. elegans,ASEL,IL2DR,0.992995129747364
C. elegans,ASEL,IL2L,0.996036196469539
C. elegans,ASEL,IL2R,0.994113627359015
C. elegans,ASEL,IL2VL,0.9748858590119625
C. elegans,ASEL,IL2VR,0.9779112522689367
C. elegans,ASEL,OLLL,0.9957683050922661
C. elegans,ASEL,OLLR,0.9690129816500037
C. elegans,ASEL,OLQDL,-0.5734375443380023
C. elegans,ASEL,OLQDR,-0.6531322909691161
C. elegans,ASEL,OLQVL,-0.7211676406885126
C. elegans,ASEL,OLQVR,0.5185396907198858
C. elegans,ASEL,RIAL,-0.14081492745710322
C. elegans,ASEL,RIAR,0.1555702398799935
C. elegans,ASEL,RIBL,-0.8142256836219818
C. elegans,ASEL,RIBR,-0.8690864058632598
C. elegans,ASEL,RICL,0.20325576555335606
C. elegans,ASEL,RICR,-0.060433819262107925
C. elegans,ASEL,RID,-0.7966602006529483
C. elegans,ASEL,RIH,0.925275361457004
C. elegans,ASEL,RIML,-0.41608453731287565
C. elegans,ASEL,RIMR,-0.6827267883307362
C. elegans,ASEL,RIR,0.7307481627543582
C. elegans,ASEL,RIS,0.99963278795555
C. elegans,ASEL,RIVL,0.21935324150067714
C. elegans,ASEL,RIVR,0.9609427682588287
C. elegans,ASEL,RMDDL,-0.9061112495421709
C. elegans,ASEL,RMDDR,-0.9161536735273563
C. elegans,ASEL,RMDL,-0.8278445194883726
C. elegans,ASEL,RMDR,-0.8794404510993094
C. elegans,ASEL,RMDVL,-0.8732310618282624
C. elegans,ASEL,RMDVR,-0.8685924382093686
C. elegans,ASEL,RMED,-0.8763768390282387
C. elegans,ASEL,RMEL,-0.9053932875172968
C. elegans,ASEL,RMER,-0.9179421539522719
C. elegans,ASEL,RMEV,-0.8810938869716521
C. elegans,ASEL,RMGL,0.7639417143092139
C. elegans,ASEL,SAADL,-0.31447531260516065
C. elegans,ASEL,SAADR,0.5013256627315078
C. elegans,ASEL,SAAVL,0.9464508930336113
C. elegans,ASEL,SAAVR,0.9764762079886156
C. elegans,ASEL,SMBVR,-0.7585963266628802
C. elegans,ASEL,SMDDL,-0.8239217653774533
C. elegans,ASEL,SMDDR,-0.8519207916236442
C. elegans,ASEL,SMDVL,-0.2811578862050265
C. elegans,ASEL,SMDVR,-0.485683820751217
C. elegans,ASEL,URADL,-0.7334297293933421
C. elegans,ASEL,URADR,-0.09057563999145983
C. elegans,ASEL,URAVL,0.9114343751751842
C. elegans,ASEL,URAVR,0.8731472307628954
C. elegans,ASEL,URBL,0.9981401686377772
C. elegans,ASEL,URBR,0.9395799182612963
C. elegans,ASEL,URXL,0.47653965579650565
C. elegans,ASEL,URXR,0.9019845578049418
C. elegans,ASEL,URYDL,0.9821017736918984
C. elegans,ASEL,URYDR,0.9971216321083086
C. elegans,ASEL,URYVL,0.9922038487652526
C. elegans,ASEL,URYVR,0.9908266134244832
C. elegans,ASER,ASGL,0.5918044550490732
C. elegans,ASER,ASGR,0.6991656521477824
C. elegans,ASER,ASHL,0.7374317179019562
C. elegans,ASER,ASIL,0.8679459469456665
C. elegans,ASER,ASIR,0.6596409896474269
C. elegans,ASER,ASKL,0.47326178073995356
C. elegans,ASER,ASKR,0.7568306962091589
C. elegans,ASER,AUAL,0.8813033890339034
C. elegans,ASER,AUAR,0.8622944387570459
C. elegans,ASER,AVAL,-0.28664783705773744
C. elegans,ASER,AVAR,-0.283605174652882
C. elegans,ASER,AVBL,-0.3976375687789288
C. elegans,ASER,AVBR,-0.3768421092627489
C. elegans,ASER,AVDL,-0.18082241820295578
C. elegans,ASER,AVDR,0.0425294750300823
C. elegans,ASER,AVEL,-0.19809713000917809
C. elegans,ASER,AVER,-0.10465370561205577
C. elegans,ASER,AVHL,0.9590218829783541
C. elegans,ASER,AVJL,-0.33611516745245384
C. elegans,ASER,AVJR,-0.07094682563090213
C. elegans,ASER,AVKL,-0.17776248672436637
C. elegans,ASER,AVKR,-0.18772448067256403
C. elegans,ASER,AVL,0.35501483220439095
C. elegans,ASER,AWAL,0.6579593082484245
C. elegans,ASER,AWAR,0.7639654111542891
C. elegans,ASER,AWBL,0.7735475258625866
C. elegans,ASER,AWBR,0.8454240178460184
C. elegans,ASER,AWCL,0.8941520592281783
C. elegans,ASER,AWCR,0.9601232991126546
C. elegans,ASER,BAGL,0.8071679048586177
C. elegans,ASER,CEPDL,0.8152817549159697
C. elegans,ASER,CEPDR,0.7325607076057514
C. elegans,ASER,CEPVL,0.7513113964458498
C. elegans,ASER,CEPVR,0.9433893919124317
C. elegans,ASER,FLPL,0.6166535809491941
C. elegans,ASER,FLPR,0.6141451201526502
C. elegans,ASER,IL1DL,-0.07014076867838895
C. elegans,ASER,IL1DR,0.9797271739348621
C. elegans,ASER,IL1L,0.926658503365116
C. elegans,ASER,IL1R,0.8801171745161493
C. elegans,ASER,IL1VL,0.8303361685213992
C. elegans,ASER,IL1VR,0.8982724515427317
C. elegans,ASER,IL2DL,0.6306583729408202
C. elegans,ASER,IL2DR,0.6940599487906842
C. elegans,ASER,IL2L,0.713697066923076
C. elegans,ASER,IL2R,0.7000762297813896
C. elegans,ASER,IL2VL,0.6130318280174382
C. elegans,ASER,IL2VR,0.6228583049769804
C. elegans,ASER,OLLL,0.7319634136505627
C. elegans,ASER,OLLR,0.8897947090187953
C. elegans,ASER,OLQDL,0.0763069081651911
C. elegans,ASER,OLQDR,-0.02607698709974484
C. elegans,ASER,OLQVL,-0.11868842365407307
C. elegans,ASER,OLQVR,0.9431198714378088
C. elegans,ASER,RIAL,0.4986856836451781
C. elegans,ASER,RIAR,0.726438884101832
C. elegans,ASER,RIBL,-0.26003623156927747
C. elegans,ASER,RIBR,-0.3569005054288316
C. elegans,ASER,RICL,0.7491233767544241
C. elegans,ASER,RICR,0.5682652571110519
C. elegans,ASER,RID,-0.23088648962897237
C. elegans,ASER,RIH,0.9552671935281807
C. elegans,ASER,RIML,0.2494603278505297
C. elegans,ASER,RIMR,-0.06724552466145187
C. elegans,ASER,RIR,0.9980563662425035
C. elegans,ASER,RIS,0.7725364480149883
C. elegans,ASER,RIVL,0.7529043967892977
C. elegans,ASER,RIVR,0.826581024981623
C. elegans,ASER,RMDDL,-0.431751966625679
C. elegans,ASER,RMDDR,-0.4574018737331002
C. elegans,ASER,RMDL,-0.2824968627393071
C. elegans,ASER,RMDR,-0.3761758496646734
C. elegans,ASER,RMDVL,-0.3702342683079299
C. elegans,ASER,RMDVR,-0.3624035463839622
C. elegans,ASER,RMED,-0.37050218598925366
C. elegans,ASER,RMEL,-0.4290541900268427
C. elegans,ASER,RMER,-0.4565187952586521
C. elegans,ASER,RMEV,-0.37948800030813057
C. elegans,ASER,RMGL,0.9909722311210336
C. elegans,ASER,SAADL,0.35406650610901746
C. elegans,ASER,SAADR,0.9125383574845485
C. elegans,ASER,SAAVL,0.9081312002009929
C. elegans,ASER,SAAVR,0.8703256852684209
C. elegans,ASER,SMBVR,-0.17135416108372348
C. elegans,ASER,SMDDL,-0.2758305033708921
C. elegans,ASER,SMDDR,-0.32501817325847693
C. elegans,ASER,SMDVL,0.38798050892787544
C. elegans,ASER,SMDVR,0.1792666075712639
C. elegans,ASER,URADL,-0.13538546286872186
C. elegans,ASER,URADR,0.5233573191047979
C. elegans,ASER,URAVL,0.9633077891450853
C. elegans,ASER,URAVR,0.9808715979672511
C. elegans,ASER,URBL,0.8046074516981782
C. elegans,ASER,URBR,0.9415119578556629
C. elegans,ASER,URXL,0.9267638119638026
C. elegans,ASER,URXR,0.9703864256054242
C. elegans,ASER,URYDL,0.8483261453523179
C. elegans,ASER,URYDR,0.7694670551365866
C. elegans,ASER,URYVL,0.6921018665486233
C. elegans,ASER,URYVR,0.6922862836061019
C. elegans,ASGL,ASGR,0.9900645499522928
C. elegans,ASGL,ASHL,0.9806251295071896
C. elegans,ASGL,ASIL,0.9138727616818695
C. elegans,ASGL,ASIR,0.9962085829042189
C. elegans,ASGL,ASKL,-0.42808275139225427
C. elegans,ASGL,ASKR,0.9747290435281014
C. elegans,ASGL,AUAL,0.8977712354986773
C. elegans,ASGL,AUAR,0.9183692299846834
C. elegans,ASGL,AVAL,-0.9367954081393329
C. elegans,ASGL,AVAR,-0.9366169195615118
C. elegans,ASGL,AVBL,-0.9706922710749163
C. elegans,ASGL,AVBR,-0.9653854754924074
C. elegans,ASGL,AVDL,-0.8553342040282655
C. elegans,ASGL,AVDR,-0.701324514819153
C. elegans,ASGL,AVEL,-0.9028886391485906
C. elegans,ASGL,AVER,-0.8533665428782229
C. elegans,ASGL,AVHL,0.34898334994528185
C. elegans,ASGL,AVJL,-0.9561199725849706
C. elegans,ASGL,AVJR,-0.8291598368339544
C. elegans,ASGL,AVKL,-0.8982917828081614
C. elegans,ASGL,AVKR,-0.9019348265158783
C. elegans,ASGL,AVL,-0.5403618695778472
C. elegans,ASGL,AWAL,0.995858695077283
C. elegans,ASGL,AWAR,0.972246421787503
C. elegans,ASGL,AWBL,0.968265724703234
C. elegans,ASGL,AWBR,0.9307829062427341
C. elegans,ASGL,AWCL,0.16848024345443932
C. elegans,ASGL,AWCR,0.7935666219777353
C. elegans,ASGL,BAGL,0.9534635439450772
C. elegans,ASGL,CEPDL,0.9488277560093147
C. elegans,ASGL,CEPDR,0.9822260070630431
C. elegans,ASGL,CEPVL,0.9761404006017274
C. elegans,ASGL,CEPVR,0.8232949792785511
C. elegans,ASGL,FLPL,0.9973074499737735
C. elegans,ASGL,FLPR,0.9991734915057202
C. elegans,ASGL,IL1DL,-0.8400858916881294
C. elegans,ASGL,IL1DR,0.48753206244744474
C. elegans,ASGL,IL1L,0.8302266994173083
C. elegans,ASGL,IL1R,0.8968635511347871
C. elegans,ASGL,IL1VL,0.14335131252302735
C. elegans,ASGL,IL1VR,0.26288786084663474
C. elegans,ASGL,IL2DL,0.9987937760019974
C. elegans,ASGL,IL2DR,0.9910042653877195
C. elegans,ASGL,IL2L,0.9869919519841606
C. elegans,ASGL,IL2R,0.9899029385684102
C. elegans,ASGL,IL2VL,0.9995325720434743
C. elegans,ASGL,IL2VR,0.9992350307712479
C. elegans,ASGL,OLLL,0.9808410536274156
C. elegans,ASGL,OLLR,0.8867830653307416
C. elegans,ASGL,OLQDL,-0.7544898048953319
C. elegans,ASGL,OLQDR,-0.8154678817997306
C. elegans,ASGL,OLQVL,-0.8662953437702116
C. elegans,ASGL,OLQVR,0.29382637359638336
C. elegans,ASGL,RIAL,-0.3648614803277265
C. elegans,ASGL,RIAR,-0.07731567741934123
C. elegans,ASGL,RIBL,-0.9305477606388902
C. elegans,ASGL,RIBR,-0.9627634582433694
C. elegans,ASGL,RICL,-0.02457973978468253
C. elegans,ASGL,RICR,-0.29019412361125846
C. elegans,ASGL,RID,-0.9209202203779728
C. elegans,ASGL,RIH,0.8032734933195231
C. elegans,ASGL,RIML,-0.6201588727636014
C. elegans,ASGL,RIMR,-0.8366965368065052
C. elegans,ASGL,RIR,0.5404521341843729
C. elegans,ASGL,RIS,0.968987326243225
C. elegans,ASGL,RIVL,-0.004940340106579153
C. elegans,ASGL,RIVR,0.9042723968995575
C. elegans,ASGL,RMDDL,-0.9804782404864342
C. elegans,ASGL,RMDDR,-0.9823786231414492
C. elegans,ASGL,RMDL,-0.9403699480227864
C. elegans,ASGL,RMDR,-0.969121216755714
C. elegans,ASGL,RMDVL,-0.9612765119025156
C. elegans,ASGL,RMDVR,-0.9582246409841522
C. elegans,ASGL,RMED,-0.9669871503571877
C. elegans,ASGL,RMEL,-0.9819563536046512
C. elegans,ASGL,RMER,-0.9873030186853555
C. elegans,ASGL,RMEV,-0.9697005812244085
C. elegans,ASGL,RMGL,0.5884827172366114
C. elegans,ASGL,SAADL,-0.5319230020280108
C. elegans,ASGL,SAADR,0.28890871889973274
C. elegans,ASGL,SAAVL,0.8524537051500312
C. elegans,ASGL,SAAVR,0.9039408635827841
C. elegans,ASGL,SMBVR,-0.8948674923586404
C. elegans,ASGL,SMDDL,-0.937150848011559
C. elegans,ASGL,SMDDR,-0.9534407291671431
C. elegans,ASGL,SMDVL,-0.5032150599199514
C. elegans,ASGL,SMDVR,-0.6831620478616125
C. elegans,ASGL,URADL,-0.8758118250276964
C. elegans,ASGL,URADR,-0.30860093792441984
C. elegans,ASGL,URAVL,0.7840114560303093
C. elegans,ASGL,URAVR,0.7291776740978075
C. elegans,ASGL,URBL,0.9547453027209692
C. elegans,ASGL,URBR,0.8278665117686772
C. elegans,ASGL,URXL,0.24569492462179535
C. elegans,ASGL,URXR,0.7686579487378332
C. elegans,ASGL,URYDL,0.9198209754414153
C. elegans,ASGL,URYDR,0.9681677463332052
C. elegans,ASGL,URYVL,0.9910974068150757
C. elegans,ASGL,URYVR,0.9899312504003662
C. elegans,ASGR,ASHL,0.9983804330962159
C. elegans,ASGR,ASIL,0.9617256201043224
C. elegans,ASGR,ASIR,0.9985434736066116
C. elegans,ASGR,ASKL,-0.2968045518863652
C. elegans,ASGR,ASKR,0.9964543075128568
C. elegans,ASGR,AUAL,0.9502968751317509
C. elegans,ASGR,AUAR,0.9648869200146553
C. elegans,ASGR,AVAL,-0.880159225003044
C. elegans,ASGR,AVAR,-0.8795311911598398
C. elegans,ASGR,AVBL,-0.9296374799480385
C. elegans,ASGR,AVBR,-0.9213008326194362
C. elegans,ASGR,AVDL,-0.788165935492857
C. elegans,ASGR,AVDR,-0.6120013913971326
C. elegans,ASGR,AVEL,-0.8346901671065156
C. elegans,ASGR,AVER,-0.7741533402959407
C. elegans,ASGR,AVHL,0.4771571266591524
C. elegans,ASGR,AVJL,-0.9061736725453938
C. elegans,ASGR,AVJR,-0.7465372127212923
C. elegans,ASGR,AVKL,-0.8275813303503363
C. elegans,ASGR,AVKR,-0.8323800684186295
C. elegans,ASGR,AVL,-0.41687522393373055
C. elegans,ASGR,AWAL,0.9981143620678737
C. elegans,ASGR,AWAR,0.9954434837820194
C. elegans,ASGR,AWBL,0.9934471687950696
C. elegans,ASGR,AWBR,0.972817580645745
C. elegans,ASGR,AWCL,0.3051605931969057
C. elegans,ASGR,AWCR,0.8711671947340185
C. elegans,ASGR,BAGL,0.9862624799886521
C. elegans,ASGR,CEPDL,0.9837769239287796
C. elegans,ASGR,CEPDR,0.9988531814079764
C. elegans,ASGR,CEPVL,0.9968678140748504
C. elegans,ASGR,CEPVR,0.894881256950397
C. elegans,ASGR,FLPL,0.9924040193733553
C. elegans,ASGR,FLPR,0.9934014508867465
C. elegans,ASGR,IL1DL,-0.7566114338706555
C. elegans,ASGR,IL1DR,0.6041455391820092
C. elegans,ASGR,IL1L,0.898681989389681
C. elegans,ASGR,IL1R,0.9493718271263762
C. elegans,ASGR,IL1VL,0.2739840731039486
C. elegans,ASGR,IL1VR,0.39144472375097716
C. elegans,ASGR,IL2DL,0.9957587353125067
C. elegans,ASGR,IL2DR,0.9999672670124743
C. elegans,ASGR,IL2L,0.999764543365952
C. elegans,ASGR,IL2R,0.9999913124480216
C. elegans,ASGR,IL2VL,0.9934398219462517
C. elegans,ASGR,IL2VR,0.9948058542072716
C. elegans,ASGR,OLLL,0.9978090208506025
C. elegans,ASGR,OLLR,0.9421439274744056
C. elegans,ASGR,OLQDL,-0.655270000155038
C. elegans,ASGR,OLQDR,-0.7270810394073781
C. elegans,ASGR,OLQVL,-0.7884001346568815
C. elegans,ASGR,OLQVR,0.42530002637515757
C. elegans,ASGR,RIAL,-0.23497267507724137
C. elegans,ASGR,RIAR,0.05970184775884844
C. elegans,ASGR,RIBL,-0.8702599545621991
C. elegans,ASGR,RIBR,-0.9157493847833851
C. elegans,ASGR,RICL,0.11068750315873309
C. elegans,ASGR,RICR,-0.1567085405571485
C. elegans,ASGR,RID,-0.8569828351114784
C. elegans,ASGR,RIH,0.8788167620997599
C. elegans,ASGR,RIML,-0.5055017200601707
C. elegans,ASGR,RIMR,-0.7529920927663382
C. elegans,ASGR,RIR,0.653294500380975
C. elegans,ASGR,RIS,0.9941051874688814
C. elegans,ASGR,RIVL,0.12893684008933032
C. elegans,ASGR,RIVR,0.9474523064298688
C. elegans,ASGR,RMDDL,-0.9444404750164408
C. elegans,ASGR,RMDDR,-0.9503695042009952
C. elegans,ASGR,RMDL,-0.8831980942419214
C. elegans,ASGR,RMDR,-0.9249201685887251
C. elegans,ASGR,RMDVL,-0.9163582681189221
C. elegans,ASGR,RMDVR,-0.9122364836008143
C. elegans,ASGR,RMED,-0.9219270271914941
C. elegans,ASGR,RMEL,-0.9456181169129434
C. elegans,ASGR,RMER,-0.9551630417403894
