species,node,class_order,class_label,EdgeStdFCV,PostDCA,PreDCA,Modularity,LogOutIn,sc_profile_cluster,cluster_order
Zebrafish,rCb,3,sensorimotor output,-0.1312787685341981,-0.0188428485475228,3.65819975276202e-05,0.6048993551443322,0.1122449142965629,3,24.0
Zebrafish,rHb,6,state-dependent / modulatory,1.1232380161850315,0.0060624678249321,8.002651180850994e-05,0.7413882848594687,5.365977110644256,6,38.0
Zebrafish,rMON,3,sensorimotor output,-0.2397272665636447,-0.0143861651136481,-0.0014970485256828,0.3436975667975164,0.3916200146037562,5,29.0
Zebrafish,rMOS1,3,sensorimotor output,0.1317490182306997,-0.0121947262419649,0.006611223323256,0.2751583199247761,-0.5502551048366204,1,7.0
Zebrafish,rMOS2,3,sensorimotor output,-0.2708895955668526,-0.0021787136307454,0.0102187784507093,0.5304388566877619,-1.5234991888463854,1,2.0
Zebrafish,rMOS3,3,sensorimotor output,0.3748249657450947,-0.0172526004907137,-0.0074040619523428,0.5088606321992319,1.2095120061566025,6,45.0
Zebrafish,rMOS4,3,sensorimotor output,-0.2941548337268222,-0.0103345024790689,0.0005837247192696,0.6888893608149245,1.1338012976356464,6,40.0
Zebrafish,rMOS5,3,sensorimotor output,0.0316117318943054,-0.0095760656987155,-0.0035458280792356,0.4156185101785471,1.2327708723327448,6,44.0
Zebrafish,rNX,3,sensorimotor output,-0.429277119011305,-0.0231380500189062,0.0063500292827148,0.4656785991572,-0.873119348179323,1,5.0
Zebrafish,rOB,0,olfactory / chemosensory,1.2158989459097775,0.0051974446397625,-0.0068732985116205,0.7476996242083519,-3.9599516064301934,1,1.0
