species,unit_type,node,n_edge_values,summary_from_sample,edge_source_dca_mean,edge_source_dca_median,edge_source_dca_q25,edge_source_dca_q75,edge_source_dca_frac_positive,edge_source_dca_frac_negative,EdgeStdFCV
Zebrafish,region,TL,5842,True,-0.007075462032586541,1.0533927698420037e-16,-1.1041953992835758e-11,9.897656880260686e-06,0.5534063676823006,0.42588154741526874,0.3131429600676906
Zebrafish,region,aRF,6300,True,-0.0027839244422374603,-8.651287634661026e-14,-0.000923902982923311,7.240588271451186e-05,0.4342857142857143,0.5334920634920635,0.3140006359072503
Zebrafish,region,MON,6300,True,-0.002514712034349964,-2.9036476451760283e-11,-0.023321968979432804,0.004376501556584748,0.45714285714285713,0.5268253968253969,0.3147048627913153
Zebrafish,region,rMON,6300,True,-0.0009401942417886995,8.655883163360069e-11,-0.0017014575403322728,0.005757143508426237,0.5334920634920635,0.4519047619047619,0.3151442719997253
Zebrafish,region,Cb,6300,True,0.0009301022758669051,2.414248518352673e-74,-0.006189762461742382,0.0037759845015159234,0.5014285714285714,0.4746031746031746,0.3153132765626386
Zebrafish,region,rCb,6300,True,0.0009574594724023426,0.0,-0.0007499965800044523,0.0012755702267430071,0.49,0.4784126984126984,0.3173516428863684
Zebrafish,region,MOS4,6300,True,0.0009759975527813575,0.0,-0.004618528327308564,0.0062962506381560816,0.48777777777777775,0.49412698412698414,0.3174002983031146
Zebrafish,region,MOS2,6300,True,0.009886793655448686,2.4661339040904008e-05,-0.0001913135429844984,0.01884034002374668,0.5933333333333334,0.3907936507936508,0.3184847973253438
Zebrafish,region,TS,6300,True,-0.0078585261200296,-1.9988994111888382e-10,-0.0067302081238206565,0.002584718298874454,0.47015873015873016,0.5187301587301587,0.3187393710390141
Zebrafish,region,PrT,6300,True,-0.003945557487083747,0.0,-0.004269347253047,0.003569565275223843,0.4963492063492064,0.4855555555555556,0.3195078728259496
Zebrafish,region,TeO,6300,True,-0.0027929092721585003,2.524141873357459e-44,-0.0011353568858600933,0.00298866348896784,0.5053968253968254,0.47904761904761906,0.321184566564982
Zebrafish,region,rMOS5,6300,True,-0.0023999966561112805,0.0,-0.0020996147252107813,0.0026575661079864922,0.49682539682539684,0.4792063492063492,0.3227070254352224
Zebrafish,region,PT,6300,True,-0.0042413412220143176,0.0,-0.002213421786735892,0.003931512593342342,0.4992063492063492,0.4865079365079365,0.322795893233018
Zebrafish,region,rpRF,6300,True,0.009177812611337002,8.020703348494814e-06,-0.0002091529937907548,0.014209794180201938,0.583015873015873,0.39444444444444443,0.3229966092212405
Zebrafish,region,MOS5,6300,True,0.002273465058653464,0.0,-0.0025246743563816015,0.0018392068269258036,0.4855555555555556,0.49063492063492065,0.3245294208743777
Zebrafish,region,Ra,6300,True,0.009244919827281031,7.298013752133183e-06,-7.269515000948665e-05,0.0130504476702777,0.5953968253968254,0.37555555555555553,0.3250958442424731
Zebrafish,region,rMOS1,6300,True,0.007757811068148775,1.4039733063109597e-05,-0.00042642193668297756,0.013364096990403716,0.580952380952381,0.3996825396825397,0.3252162396870898
Zebrafish,region,rRa,6300,True,0.0077248112658789055,3.2301093910808214e-08,-0.00014452104147955996,0.008214421147570934,0.5623809523809524,0.4050793650793651,0.3256467983130191
Zebrafish,region,T,6300,True,-0.0026501519434030756,3.622354375953292e-21,-0.0017596930463141518,0.003789721942871736,0.5125396825396825,0.4696825396825397,0.327488469949286
Zebrafish,region,rT,6300,True,-0.0017680608258703343,8.317606886751912e-15,-0.0018456529142732653,0.006183385670367079,0.5226984126984127,0.45634920634920634,0.3282912645901118
Zebrafish,region,Th,6300,True,0.001050932966470418,2.0669178500296664e-12,-0.001298062450294649,0.007136624469576878,0.5179365079365079,0.4677777777777778,0.3286946724177476
Zebrafish,region,MOS1,6300,True,0.006026965755369419,3.683021872675834e-07,-0.00037069920589281007,0.007452068100276902,0.5580952380952381,0.42333333333333334,0.3295841016803318
Zebrafish,region,rPrT,6300,True,-0.0015954744711665616,2.1267841646026177e-11,-0.0023369780028472324,0.0050987275952586964,0.533015873015873,0.45492063492063495,0.3316452819795608
Zebrafish,region,rTeO,6300,True,-0.00433984706480485,5.401543143478174e-17,-0.0030993073813471955,0.005093635808208597,0.5155555555555555,0.47063492063492063,0.332032846214792
Zebrafish,region,pRF,6300,True,0.008245436151375256,5.22417010113229e-07,-0.00023778382994284647,0.010304906523950483,0.5595238095238095,0.41365079365079366,0.3329161749563052
Zebrafish,region,rMOS3,6300,True,-0.0072309426159639255,-2.70108535905053e-10,-0.007681751719665599,0.0005044737752275519,0.44492063492063494,0.5323809523809524,0.3336398480067394
Zebrafish,region,rPT,6300,True,-0.004519907995874818,1.9633705389059738e-24,-0.0026823116108991964,0.004934663419939593,0.5079365079365079,0.4753968253968254,0.3381307525751053
Zebrafish,region,Hb,276,True,-0.0005587864803792791,0.0,-0.0003254462844842275,2.7496912532210906e-05,0.4311594202898551,0.4855072463768116,0.3425851700633503
Zebrafish,region,MOS3,6300,True,0.0026892348353923833,0.0,-0.0009097516241049876,0.002322686254827138,0.4911111111111111,0.4855555555555556,0.3427450380559998
Zebrafish,region,rTh,6300,True,-0.0018121796482688806,1.262223833036093e-10,-0.0016297604807645723,0.005783814653046896,0.5249206349206349,0.45634920634920634,0.3476003744539429
Zebrafish,region,PO,6300,True,0.006522072280651444,2.330800262805481e-05,-3.5849361531446444e-05,0.021548966636495987,0.6087301587301587,0.3657142857142857,0.3514208021642844
Zebrafish,region,rHb,232,True,-0.001628759032960272,0.0,-1.0776703587383003e-08,2.9624014944621597e-07,0.4224137931034483,0.4870689655172414,0.3569570426471104
Zebrafish,region,rPO,6300,True,0.006233681253138949,8.747080541116195e-06,-4.507720440112797e-05,0.019538663990902733,0.6003174603174604,0.3646031746031746,0.3592067125583424
Zebrafish,region,P,6300,True,-0.03414857308857745,-0.0010648854310858784,-0.08262819546394554,6.951948872544492e-05,0.3226984126984127,0.6547619047619048,0.3602381175127079
Zebrafish,region,rOB,3800,True,-0.006120710755137967,0.00044826533135296844,1.6778540243482942e-19,0.0015430808879939495,0.7602631578947369,0.18842105263157893,0.3606686528908506
Zebrafish,region,rP,6300,True,-0.01333402888195054,3.7819477271468005e-05,-0.00047205499842734836,0.001347503175897493,0.5776190476190476,0.37857142857142856,0.3615916845407644
Zebrafish,region,OB,229,True,0.00286642145589275,0.0,-6.2788241938024276e-09,2.705016048615528e-08,0.4410480349344978,0.462882096069869,0.3671760353642188
Zebrafish,region,SP,6300,True,-0.025526322628479405,-0.0001420152355402761,-0.07390497005275341,0.000499511826296915,0.38,0.5985714285714285,0.3680116091256104
Zebrafish,region,rSP,4121,True,-0.0006750372627906342,3.5420662823769505e-14,-9.578914045870441e-06,0.0007126186331654116,0.5508371754428537,0.3802475127396263,0.3707708274360314
