predictor,raw_predictor,label,raw_label,outcome,method,n,sign_multiplier,r,abs_r,p,q_bh
AreaDCA_FCVAligned,AreaDCA,Area-level DCA (FCV-aligned),Area-level DCA,ZFCV,pearson,47,-1.0,0.014492478376181166,0.014492478376181166,0.9229765317156783,0.9229765317156783
AreaDCA_FCVAligned,AreaDCA,Area-level DCA (FCV-aligned),Area-level DCA,ZFCV,spearman,47,-1.0,-0.006244218316373728,0.006244218316373728,0.9667730478729228,0.966773047872923
AreaDCA_FCVAligned,AreaDCA,Area-level DCA (FCV-aligned),Area-level DCA,RawFCV,pearson,47,-1.0,0.019900846935537956,0.019900846935537956,0.8943732498211141,0.8943732498211141
AreaDCA_FCVAligned,AreaDCA,Area-level DCA (FCV-aligned),Area-level DCA,RawFCV,spearman,47,-1.0,-0.004856614246068455,0.004856614246068455,0.9741539624274385,0.9741539624274385
AreaDCA_FCVAligned,AreaDCA,Area-level DCA (FCV-aligned),Area-level DCA,ZFCS,pearson,47,-1.0,0.06374502852832026,0.06374502852832026,0.6703413662542943,0.7448237402825492
AreaDCA_FCVAligned,AreaDCA,Area-level DCA (FCV-aligned),Area-level DCA,ZFCS,spearman,47,-1.0,-0.08845975948196115,0.08845975948196115,0.554332594653234,0.5835079943718252
AreaDCA_FCVAligned,AreaDCA,Area-level DCA (FCV-aligned),Area-level DCA,RawFCS,pearson,47,-1.0,0.055750005702396827,0.055750005702396827,0.7097434485422899,0.78079660025827
AreaDCA_FCVAligned,AreaDCA,Area-level DCA (FCV-aligned),Area-level DCA,RawFCS,spearman,47,-1.0,-0.09747918593894543,0.09747918593894543,0.5145021374860006,0.5693635647348356
AreaLogOutInStrength_FCVAligned,AreaLogOutInStrength,Area out/in strength (FCV-aligned),Area out/in strength,ZFCV,pearson,47,-1.0,0.26648470447306166,0.26648470447306166,0.07019822211790426,0.14039644423580852
AreaLogOutInStrength_FCVAligned,AreaLogOutInStrength,Area out/in strength (FCV-aligned),Area out/in strength,ZFCV,spearman,47,-1.0,0.19923681776133212,0.19923681776133212,0.17939373034722622,0.6437254410483989
AreaLogOutInStrength_FCVAligned,AreaLogOutInStrength,Area out/in strength (FCV-aligned),Area out/in strength,RawFCV,pearson,47,-1.0,0.2699804571991676,0.2699804571991676,0.06646147021954288,0.13292294043908576
AreaLogOutInStrength_FCVAligned,AreaLogOutInStrength,Area out/in strength (FCV-aligned),Area out/in strength,RawFCV,spearman,47,-1.0,0.19287696577243296,0.19287696577243296,0.19396879564941305,0.5513922804194888
AreaLogOutInStrength_FCVAligned,AreaLogOutInStrength,Area out/in strength (FCV-aligned),Area out/in strength,ZFCS,pearson,47,-1.0,-0.2767544929243095,0.2767544929243095,0.05967185699031648,0.09180285690817919
AreaLogOutInStrength_FCVAligned,AreaLogOutInStrength,Area out/in strength (FCV-aligned),Area out/in strength,ZFCS,spearman,47,-1.0,-0.2417900092506938,0.2417900092506938,0.10154906916734,0.15622933718052306
AreaLogOutInStrength_FCVAligned,AreaLogOutInStrength,Area out/in strength (FCV-aligned),Area out/in strength,RawFCS,pearson,47,-1.0,-0.2779999735973666,0.2779999735973666,0.05848626195007901,0.08355180278582716
AreaLogOutInStrength_FCVAligned,AreaLogOutInStrength,Area out/in strength (FCV-aligned),Area out/in strength,RawFCS,spearman,47,-1.0,-0.2332331174838113,0.2332331174838113,0.11462166241740983,0.17634101910370742
